txid,timestamp,src_ip,dst_ip,src_port,dst_port,fee,script_type,geo_country,geo_asn,input_addresses,output_addresses,input_amounts,output_amounts
tx_benign_transfer_0513_8412,1788729032,192.0.2.127,104.28.16.5,37881,8333,4e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_64575354,merchant_wallet_39260335,1.20338,1.20329
tx_benign_transfer_0024_2234,1788579038,104.28.46.244,104.28.16.5,55324,8333,7e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_85663295,merchant_wallet_87774890,0.37465,0.37461
tx_benign_transfer_0778_8987,1788814043,194.26.187.101,104.28.16.5,39800,8333,0.0001,p2sh,SC,AS51852 - Private Layer,benign_user_31366552,merchant_wallet_12894515,0.14089,0.1408
tx_benign_transfer_0840_2633,1788833876,104.28.97.99,104.28.16.5,30678,8333,4e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_96500924,merchant_wallet_15870689,1.32168,1.3216
tx_benign_transfer_0790_2438,1788817864,104.28.144.66,104.28.16.5,57900,8333,8e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_26739248,merchant_wallet_77934076,0.33075,0.33071
tx_benign_transfer_0231_4892,1788643249,194.26.13.191,104.28.16.5,45571,8333,9e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_12715612,merchant_wallet_55347617,1.01028,1.01022
tx_benign_transfer_0781_4436,1788814908,104.28.56.206,104.28.16.5,54522,8333,4e-05,p2sh,US,AS13335 - Cloudflare,benign_user_11225745,merchant_wallet_58617120,1.74293,1.74288
tx_scatter_1_1224,1788507022,194.26.142.105,104.28.16.5,43054,8333,0.0005,p2wpkh,SC,AS51852 - Private Layer,scatter_source_76906611,layer_16927215;layer_37321124;layer_45843681;layer_83715012;layer_27584297;layer_48658617;layer_68802946;layer_75056916;layer_26297533;layer_13874790;layer_94560158;layer_91721371;layer_42117961;layer_31257157;layer_51708177,3.09528,0.20632;0.20632;0.20632;0.20632;0.20632;0.20632;0.20632;0.20632;0.20632;0.20632;0.20632;0.20632;0.20632;0.20632;0.20632
tx_benign_transfer_0056_1530,1788587801,104.28.155.40,104.28.16.5,52251,8333,6e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_59930790,merchant_wallet_69584522,1.9485,1.94844
tx_benign_transfer_0879_8396,1788845273,104.28.224.108,104.28.16.5,47195,8333,4e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_34706569,merchant_wallet_17213167,0.18246,0.1824
tx_benign_transfer_0503_8605,1788725884,192.0.2.198,104.28.16.5,50527,8333,8e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_17122803,merchant_wallet_36000523,1.90521,1.90514
tx_benign_transfer_0095_2017,1788599656,194.26.171.31,104.28.16.5,45250,8333,5e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_77447155,merchant_wallet_51738753,0.03847,0.03839
tx_coinjoin_mixer_1_4502,1788435013,203.0.113.222,104.28.16.5,53141,8333,0.0008,p2sh,IR,AS58224 - TIC,mix_in_17869910;mix_in_32097220;mix_in_60864911;mix_in_10289289;mix_in_62401521;mix_in_45594951;mix_in_71070189;mix_in_48285503,clean_out_87736262;clean_out_82772208;clean_out_18181586;clean_out_52091325;clean_out_17672593;clean_out_16729990;clean_out_88406989;clean_out_73993471,1.00156;1.00289;1.00299;1.00189;1.0023;1.00089;1.00124;1.00292,1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
tx_benign_transfer_0354_3745,1788680568,192.0.2.164,104.28.16.5,56467,8333,9e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_94728082,merchant_wallet_92182875,0.72344,0.72337
tx_benign_transfer_0876_4483,1788844504,192.0.2.180,104.28.16.5,54290,8333,6e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_71012513,merchant_wallet_15138168,0.17053,0.17048
tx_benign_transfer_0437_1477,1788704728,194.26.214.45,104.28.16.5,36357,8333,5e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_74304823,merchant_wallet_73686372,0.29345,0.2934
tx_benign_transfer_0693_6425,1788786180,104.28.219.149,104.28.16.5,48549,8333,0.0001,p2sh,US,AS13335 - Cloudflare,benign_user_50215871,merchant_wallet_66196330,1.67297,1.67289
tx_benign_transfer_0265_3611,1788653078,198.51.100.27,104.28.16.5,43632,8333,9e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_86362294,merchant_wallet_68809216,0.42528,0.42524
tx_benign_transfer_0600_1087,1788757075,185.220.65.130,104.28.16.5,50304,8333,6e-05,p2pkh,DE,AS205100 - Tor Exit Node,benign_user_59781518,merchant_wallet_27748717,2.34891,2.34881
tx_benign_transfer_0715_3518,1788794122,104.28.251.244,104.28.16.5,40821,8333,7e-05,p2sh,US,AS13335 - Cloudflare,benign_user_91582537,merchant_wallet_87024699,0.06787,0.06779
tx_benign_transfer_0791_5068,1788817874,104.28.77.12,104.28.16.5,47021,8333,9e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_98470632,merchant_wallet_81686010,2.41603,2.41599
tx_benign_transfer_0609_1095,1788759475,192.0.2.85,104.28.16.5,31436,8333,8e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_53609415,merchant_wallet_86391152,1.77219,1.77213
tx_gather_2_897305,1788533617,203.0.113.163,104.28.16.5,43293,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_54559574,gather_deposit_45570755,0.24807,0.24063
tx_benign_transfer_0340_4767,1788675857,104.28.205.81,104.28.16.5,43514,8333,0.0001,p2sh,US,AS13335 - Cloudflare,benign_user_81893982,merchant_wallet_11305024,0.96286,0.96277
tx_benign_transfer_0860_8674,1788839394,104.28.123.81,104.28.16.5,51387,8333,7e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_32122351,merchant_wallet_17337905,1.86753,1.86746
tx_benign_transfer_0893_6490,1788850233,104.28.44.246,104.28.16.5,48749,8333,0.0001,p2wpkh,US,AS13335 - Cloudflare,benign_user_84590103,merchant_wallet_62527771,0.94227,0.94218
tx_benign_transfer_0663_5882,1788778256,192.0.2.100,104.28.16.5,33235,8333,5e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_53515775,merchant_wallet_44619354,0.81997,0.81994
tx_benign_transfer_0577_6220,1788750620,194.26.221.213,104.28.16.5,59856,8333,3e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_65356542,merchant_wallet_45827376,1.91617,1.91608
tx_benign_transfer_0530_3409,1788733829,104.28.205.145,104.28.16.5,53872,8333,9e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_55457454,merchant_wallet_25074747,1.76657,1.76651
tx_benign_transfer_0314_1760,1788668890,192.0.2.11,104.28.16.5,51250,8333,5e-05,p2sh,NL,AS49981 - WorldStream,benign_user_79977486,merchant_wallet_95035920,1.98074,1.98068
tx_benign_transfer_0854_7184,1788837749,198.51.100.188,104.28.16.5,30863,8333,8e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_59886613,merchant_wallet_17258943,0.14911,0.14907
tx_benign_transfer_0773_7025,1788812406,104.28.33.219,104.28.16.5,40268,8333,0.0001,p2sh,US,AS13335 - Cloudflare,benign_user_10225283,merchant_wallet_51714724,1.85405,1.85395
tx_benign_transfer_0343_2747,1788676648,104.28.31.236,104.28.16.5,32571,8333,8e-05,p2sh,US,AS13335 - Cloudflare,benign_user_76124358,merchant_wallet_92386462,0.63174,0.63167
tx_benign_transfer_0108_6224,1788603513,185.220.148.154,104.28.16.5,55314,8333,8e-05,p2pkh,DE,AS205100 - Tor Exit Node,benign_user_41796721,merchant_wallet_50502136,0.59306,0.59297
tx_benign_transfer_0403_7170,1788693842,192.0.2.150,104.28.16.5,59689,8333,8e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_44286770,merchant_wallet_32859916,1.56137,1.56127
tx_benign_transfer_0204_6269,1788635345,192.0.2.100,104.28.16.5,38861,8333,4e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_90143600,merchant_wallet_39396392,1.21685,1.21676
tx_benign_transfer_0347_5254,1788678136,194.26.48.141,104.28.16.5,38613,8333,5e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_92286747,merchant_wallet_56049627,0.95478,0.95474
tx_benign_transfer_0515_4030,1788729559,104.28.203.224,104.28.16.5,42137,8333,7e-05,p2sh,US,AS13335 - Cloudflare,benign_user_95013818,merchant_wallet_10183025,1.14255,1.14247
tx_benign_transfer_0188_6362,1788629828,198.51.100.23,104.28.16.5,48123,8333,6e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_36933626,merchant_wallet_49137230,2.16642,2.16634
tx_benign_transfer_0660_2386,1788777556,104.28.207.137,104.28.16.5,49885,8333,5e-05,p2sh,US,AS13335 - Cloudflare,benign_user_16037602,merchant_wallet_75964394,0.52245,0.52236
tx_gather_1_664742,1788520928,194.26.124.89,104.28.16.5,50893,8333,0.0001,p2wpkh,SC,AS51852 - Private Layer,layer_94560158,gather_deposit_40158811,0.20632,0.20013
tx_benign_transfer_0881_4253,1788845607,192.0.2.20,104.28.16.5,53682,8333,8e-05,p2sh,NL,AS49981 - WorldStream,benign_user_29410197,merchant_wallet_53450650,1.73532,1.73526
tx_benign_transfer_0527_3641,1788732957,194.26.61.30,104.28.16.5,31348,8333,0.0001,p2sh,SC,AS51852 - Private Layer,benign_user_26974987,merchant_wallet_69175071,0.72026,0.72016
tx_benign_transfer_0777_1963,1788813850,192.0.2.252,104.28.16.5,56548,8333,5e-05,p2sh,NL,AS49981 - WorldStream,benign_user_38268009,merchant_wallet_40208616,0.54711,0.54706
tx_benign_transfer_0448_1831,1788709142,104.28.34.8,104.28.16.5,45425,8333,9e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_24217270,merchant_wallet_61485872,1.53702,1.53697
tx_benign_transfer_0382_1804,1788689833,194.26.94.57,104.28.16.5,49855,8333,8e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_38016352,merchant_wallet_98013189,1.3193,1.31922
tx_benign_transfer_0078_5911,1788594827,192.0.2.122,104.28.16.5,56730,8333,3e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_24710878,merchant_wallet_65907088,1.27919,1.27913
tx_benign_transfer_0142_7566,1788614957,194.26.137.130,104.28.16.5,58496,8333,8e-05,p2sh,SC,AS51852 - Private Layer,benign_user_14934536,merchant_wallet_58255231,0.19417,0.19407
tx_ransom_peel_3_2_1188,1788427230,185.220.193.69,104.28.16.5,51146,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,addr_peel_change_c3_hop_2,addr_cashout_peel_c3_3;addr_peel_change_c3_hop_3,1.39215,0.22007;1.17183
tx_cioh_consolidation_6_7232,1788462334,192.0.2.123,104.28.16.5,40193,8333,0.0003,p2wsh,NL,AS49981 - WorldStream,clustered_entity_57212267;clustered_entity_50079111;clustered_entity_62343121;clustered_entity_66240084;clustered_entity_82238741;clustered_entity_83300637,vault_target_90967191,1.42259;0.85845;1.43439;2.74306;1.87701;2.17791,10.51311
tx_benign_transfer_0524_6503,1788732254,104.28.106.149,104.28.16.5,41232,8333,8e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_75249732,merchant_wallet_89639062,2.18077,2.18072
tx_benign_transfer_0328_9515,1788672746,194.26.2.97,104.28.16.5,51448,8333,4e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_64874257,merchant_wallet_58623028,1.97566,1.97559
tx_benign_transfer_0098_2838,1788601189,192.0.2.16,104.28.16.5,57157,8333,7e-05,p2sh,NL,AS49981 - WorldStream,benign_user_37133023,merchant_wallet_86866717,1.76238,1.76234
tx_benign_transfer_0345_4638,1788677568,104.28.193.148,104.28.16.5,34202,8333,3e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_74199033,merchant_wallet_82580645,1.91301,1.91294
tx_ransom_peel_0_1_2424,1788422579,185.220.56.60,104.28.16.5,56559,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,addr_peel_change_c0_hop_1,addr_cashout_peel_c0_2;addr_peel_change_c0_hop_2,1.49554,0.19762;1.29767
tx_benign_transfer_0688_9474,1788784505,104.28.85.151,104.28.16.5,36307,8333,4e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_89883050,merchant_wallet_19065665,2.34459,2.34451
tx_benign_transfer_0514_1260,1788729134,104.28.123.172,104.28.16.5,39988,8333,4e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_86555214,merchant_wallet_88337534,0.74652,0.74644
tx_benign_transfer_0767_2645,1788810372,104.28.188.99,104.28.16.5,39629,8333,7e-05,p2sh,US,AS13335 - Cloudflare,benign_user_29214803,merchant_wallet_79800523,2.34832,2.34822
tx_benign_transfer_0444_2897,1788707552,194.26.2.80,104.28.16.5,31442,8333,8e-05,p2sh,SC,AS51852 - Private Layer,benign_user_21687128,merchant_wallet_54733393,1.15383,1.15375
tx_gather_0_644173,1788493224,203.0.113.167,104.28.16.5,54490,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_46540265,gather_deposit_88802305,0.16714,0.16213
tx_benign_transfer_0581_2479,1788751807,198.51.100.102,104.28.16.5,57518,8333,8e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_41680907,merchant_wallet_25023307,2.25243,2.25237
tx_benign_transfer_0026_6085,1788579463,194.26.119.116,104.28.16.5,31232,8333,3e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_20298660,merchant_wallet_96525668,1.48264,1.48259
tx_benign_transfer_0687_8428,1788784031,104.28.99.119,104.28.16.5,56055,8333,6e-05,p2sh,US,AS13335 - Cloudflare,benign_user_93111718,merchant_wallet_23593293,1.88239,1.88234
tx_benign_transfer_0187_3938,1788629500,198.51.100.58,104.28.16.5,56356,8333,7e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_63811222,merchant_wallet_19251149,1.43312,1.43308
tx_benign_transfer_0283_1414,1788659170,198.51.100.98,104.28.16.5,34762,8333,3e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_36830448,merchant_wallet_45833216,1.06174,1.06171
tx_benign_transfer_0330_8925,1788673412,192.0.2.65,104.28.16.5,40048,8333,7e-05,p2sh,NL,AS49981 - WorldStream,benign_user_63436070,merchant_wallet_28531242,1.96163,1.96157
tx_benign_transfer_0565_9837,1788745548,194.26.147.121,104.28.16.5,45594,8333,7e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_78006116,merchant_wallet_17480910,1.42645,1.42639
tx_gather_4_528129,1788564267,198.51.100.30,104.28.16.5,44580,8333,0.0001,p2wpkh,RU,AS12389 - Rostelecom,layer_20106509,gather_deposit_45186708,0.27848,0.27013
tx_benign_transfer_0311_3193,1788668002,104.28.119.129,104.28.16.5,46725,8333,4e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_77399750,merchant_wallet_11421591,1.93264,1.93256
tx_benign_transfer_0185_5006,1788628998,104.28.12.121,104.28.16.5,41926,8333,6e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_34019729,merchant_wallet_14746418,1.27697,1.27694
tx_benign_transfer_0574_5116,1788749215,192.0.2.160,104.28.16.5,46887,8333,6e-05,p2sh,NL,AS49981 - WorldStream,benign_user_34239835,merchant_wallet_12496895,1.35447,1.35443
tx_benign_transfer_0015_4524,1788576503,194.26.97.108,104.28.16.5,44865,8333,5e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_51827259,merchant_wallet_53537934,2.42981,2.42977
tx_benign_transfer_0669_1745,1788780006,198.51.100.42,104.28.16.5,54221,8333,7e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_50350996,merchant_wallet_22041357,0.53976,0.53967
tx_benign_transfer_0167_8230,1788624554,192.0.2.117,104.28.16.5,30022,8333,0.0001,p2pkh,NL,AS49981 - WorldStream,benign_user_37154689,merchant_wallet_27705074,2.09339,2.09336
tx_benign_transfer_0607_9618,1788759056,192.0.2.197,104.28.16.5,48703,8333,4e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_43038691,merchant_wallet_76855296,1.66121,1.66117
tx_benign_transfer_0470_5981,1788716284,185.220.187.201,104.28.16.5,48471,8333,5e-05,p2sh,DE,AS205100 - Tor Exit Node,benign_user_73506531,merchant_wallet_87596783,1.99758,1.99753
tx_benign_transfer_0157_9115,1788620835,104.28.141.131,104.28.16.5,33709,8333,7e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_82894477,merchant_wallet_59239353,0.56986,0.56981
tx_benign_transfer_0333_7564,1788674297,104.28.158.168,104.28.16.5,47072,8333,5e-05,p2sh,US,AS13335 - Cloudflare,benign_user_17712557,merchant_wallet_33524492,0.93338,0.93331
tx_benign_transfer_0360_8288,1788682025,192.0.2.35,104.28.16.5,52859,8333,7e-05,p2sh,NL,AS49981 - WorldStream,benign_user_90206393,merchant_wallet_71276220,2.17854,2.17844
tx_benign_transfer_0034_9317,1788581700,185.220.198.139,104.28.16.5,57365,8333,8e-05,p2sh,DE,AS205100 - Tor Exit Node,benign_user_15066382,merchant_wallet_98842638,0.39581,0.39576
tx_gather_1_299869,1788513165,194.26.236.154,104.28.16.5,56654,8333,0.0001,p2wpkh,SC,AS51852 - Private Layer,layer_27584297,gather_deposit_40158811,0.20632,0.20013
tx_ransom_peel_0_3_5557,1788422708,185.220.179.109,104.28.16.5,51149,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,addr_peel_change_c0_hop_3,addr_cashout_peel_c0_4;addr_peel_change_c0_hop_4,1.01236,0.25236;0.75975
tx_benign_transfer_0882_1232,1788845941,194.26.39.230,104.28.16.5,45029,8333,0.0001,p2pkh,SC,AS51852 - Private Layer,benign_user_52467541,merchant_wallet_25248056,2.06052,2.06044
tx_benign_transfer_0139_4971,1788613835,104.28.84.97,104.28.16.5,39184,8333,9e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_58991556,merchant_wallet_25285764,1.00162,1.00157
tx_benign_transfer_0200_3007,1788633381,192.0.2.11,104.28.16.5,45105,8333,3e-05,p2sh,NL,AS49981 - WorldStream,benign_user_68137264,merchant_wallet_63015826,0.33069,0.3306
tx_benign_transfer_0053_2311,1788586987,185.220.84.170,104.28.16.5,39687,8333,5e-05,p2sh,DE,AS205100 - Tor Exit Node,benign_user_67192331,merchant_wallet_32366682,0.45934,0.45929
tx_benign_transfer_0694_9125,1788786233,104.28.57.236,104.28.16.5,30121,8333,7e-05,p2sh,US,AS13335 - Cloudflare,benign_user_40906854,merchant_wallet_72617503,0.27107,0.27098
tx_benign_transfer_0572_4700,1788748298,104.28.160.191,104.28.16.5,33013,8333,8e-05,p2sh,US,AS13335 - Cloudflare,benign_user_22714930,merchant_wallet_89438729,0.12835,0.12825
tx_benign_transfer_0827_3517,1788830502,104.28.12.33,104.28.16.5,36281,8333,6e-05,p2sh,US,AS13335 - Cloudflare,benign_user_43893399,merchant_wallet_85208373,1.19075,1.19067
tx_benign_transfer_0887_7251,1788847797,192.0.2.73,104.28.16.5,57691,8333,8e-05,p2sh,NL,AS49981 - WorldStream,benign_user_68719406,merchant_wallet_95108432,1.38636,1.38632
tx_benign_transfer_0847_5348,1788835683,104.28.208.233,104.28.16.5,53308,8333,9e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_29950518,merchant_wallet_98027250,0.26877,0.26868
tx_benign_transfer_0484_3915,1788720105,104.28.113.18,104.28.16.5,46112,8333,0.0001,p2wpkh,US,AS13335 - Cloudflare,benign_user_91913332,merchant_wallet_62698503,0.15955,0.15945
tx_benign_transfer_0650_9172,1788773128,192.0.2.163,104.28.16.5,43874,8333,0.0001,p2sh,NL,AS49981 - WorldStream,benign_user_75705089,merchant_wallet_65958370,1.40183,1.40175
tx_benign_transfer_0246_6820,1788647624,203.0.113.58,104.28.16.5,54386,8333,9e-05,p2pkh,IR,AS58224 - TIC,benign_user_54468633,merchant_wallet_59886371,2.24998,2.2499
tx_benign_transfer_0259_5308,1788651800,104.28.213.134,104.28.16.5,36608,8333,6e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_49641367,merchant_wallet_31524980,0.2746,0.27456
tx_benign_transfer_0583_7928,1788752605,104.28.56.37,104.28.16.5,33500,8333,4e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_68985391,merchant_wallet_64811239,1.46497,1.46491
tx_benign_transfer_0486_1307,1788721022,104.28.230.128,104.28.16.5,34877,8333,8e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_15078212,merchant_wallet_99201885,0.18533,0.18525
tx_gather_1_899929,1788522118,194.26.140.97,104.28.16.5,54920,8333,0.0001,p2wpkh,SC,AS51852 - Private Layer,layer_91721371,gather_deposit_40158811,0.20632,0.20013
tx_benign_transfer_0389_5660,1788691681,185.220.153.5,104.28.16.5,46961,8333,4e-05,p2pkh,DE,AS205100 - Tor Exit Node,benign_user_10881653,merchant_wallet_50310141,1.12427,1.12421
tx_benign_transfer_0730_8219,1788799061,104.28.92.46,104.28.16.5,37099,8333,8e-05,p2sh,US,AS13335 - Cloudflare,benign_user_81443936,merchant_wallet_39013376,1.91134,1.91126
tx_benign_transfer_0089_2465,1788598388,194.26.167.147,104.28.16.5,37609,8333,7e-05,p2sh,SC,AS51852 - Private Layer,benign_user_15006085,merchant_wallet_33496796,0.72524,0.72519
tx_benign_transfer_0117_3390,1788606760,192.0.2.5,104.28.16.5,38545,8333,7e-05,p2sh,NL,AS49981 - WorldStream,benign_user_87731247,merchant_wallet_66046380,1.04069,1.04062
tx_benign_transfer_0682_4696,1788783359,104.28.251.177,104.28.16.5,43887,8333,0.0001,p2wpkh,US,AS13335 - Cloudflare,benign_user_36424359,merchant_wallet_32076343,0.2137,0.21363
tx_coinjoin_mixer_6_3426,1788446777,194.26.111.33,104.28.16.5,41370,8333,0.0004,p2sh,SC,AS51852 - Private Layer,mix_in_51373735;mix_in_58942697;mix_in_15354599;mix_in_58024342,clean_out_64543049;clean_out_93303777;clean_out_30743797;clean_out_41774346,0.50103;0.50112;0.50076;0.50245,0.5;0.5;0.5;0.5
tx_benign_transfer_0500_7819,1788725030,104.28.178.207,104.28.16.5,55960,8333,8e-05,p2sh,US,AS13335 - Cloudflare,benign_user_27031212,merchant_wallet_37670356,2.31608,2.316
tx_benign_transfer_0761_1155,1788807818,104.28.16.69,104.28.16.5,54634,8333,0.0001,p2sh,US,AS13335 - Cloudflare,benign_user_88174504,merchant_wallet_15618266,0.5946,0.59454
tx_benign_transfer_0544_2570,1788739275,198.51.100.137,104.28.16.5,49006,8333,5e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_11731095,merchant_wallet_28381043,1.71557,1.71552
tx_benign_transfer_0618_2866,1788762136,192.0.2.190,104.28.16.5,51678,8333,6e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_62741841,merchant_wallet_16074522,1.46806,1.46798
tx_benign_transfer_0099_2904,1788601651,192.0.2.175,104.28.16.5,36730,8333,8e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_22205980,merchant_wallet_78501420,0.4197,0.41961
tx_outlier_high_urgency_1_6096,1788468212,185.220.28.149,104.28.16.5,40841,49152,0.05716,p2pkh,DE,AS205100 - Tor Exit Node,anomalous_funder_87282128,anomalous_recipient_60372847,0.23547,0.14743
tx_gather_2_853629,1788531123,203.0.113.228,104.28.16.5,55989,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_14968688,gather_deposit_45570755,0.24807,0.24063
tx_benign_transfer_0800_3960,1788821523,192.0.2.89,104.28.16.5,56413,8333,8e-05,p2sh,NL,AS49981 - WorldStream,benign_user_84044121,merchant_wallet_89808139,2.24246,2.24242
tx_benign_transfer_0376_1646,1788687913,104.28.125.181,104.28.16.5,44336,8333,7e-05,p2sh,US,AS13335 - Cloudflare,benign_user_75779034,merchant_wallet_35471281,0.95064,0.95056
tx_benign_transfer_0646_8352,1788771874,192.0.2.77,104.28.16.5,48757,8333,8e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_55497164,merchant_wallet_41688446,0.89264,0.89261
tx_benign_transfer_0719_7407,1788795552,192.0.2.41,104.28.16.5,33628,8333,4e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_74189781,merchant_wallet_19229212,0.03751,0.03746
tx_benign_transfer_0387_6163,1788691068,194.26.141.254,104.28.16.5,40638,8333,9e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_94992144,merchant_wallet_67792552,1.33941,1.33934
tx_benign_transfer_0127_9897,1788609884,192.0.2.145,104.28.16.5,51564,8333,3e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_12101593,merchant_wallet_37804291,0.12594,0.1259
tx_benign_transfer_0453_3087,1788710931,198.51.100.131,104.28.16.5,33372,8333,6e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_24358786,merchant_wallet_53737494,0.71282,0.71277
tx_benign_transfer_0025_6179,1788579378,192.0.2.39,104.28.16.5,44410,8333,3e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_94743076,merchant_wallet_50643870,2.31114,2.31107
tx_benign_transfer_0708_9401,1788791198,192.0.2.140,104.28.16.5,51091,8333,4e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_40566959,merchant_wallet_23208247,0.90414,0.9041
tx_benign_transfer_0038_3267,1788582981,192.0.2.224,104.28.16.5,38192,8333,3e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_59823245,merchant_wallet_84429198,1.05247,1.05243
tx_benign_transfer_0831_9401,1788831238,104.28.117.129,104.28.16.5,53191,8333,8e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_50723023,merchant_wallet_39573041,0.40841,0.40836
tx_benign_transfer_0043_7934,1788584329,198.51.100.29,104.28.16.5,55433,8333,5e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_26354208,merchant_wallet_16408822,1.37652,1.37644
tx_benign_transfer_0277_1071,1788657551,192.0.2.136,104.28.16.5,54124,8333,3e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_88533572,merchant_wallet_74818030,1.4774,1.47733
tx_benign_transfer_0236_1500,1788644497,192.0.2.62,104.28.16.5,42204,8333,6e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_33834879,merchant_wallet_73697356,1.1659,1.16584
tx_benign_transfer_0884_9947,1788846394,104.28.199.43,104.28.16.5,49691,8333,6e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_38153923,merchant_wallet_35656926,0.55437,0.55427
tx_gather_1_861319,1788518707,194.26.77.215,104.28.16.5,59232,8333,0.0001,p2wpkh,SC,AS51852 - Private Layer,layer_26297533,gather_deposit_40158811,0.20632,0.20013
tx_benign_transfer_0223_2009,1788640603,104.28.39.193,104.28.16.5,52821,8333,8e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_99676390,merchant_wallet_56142898,1.16799,1.16794
tx_benign_transfer_0124_8520,1788608573,104.28.145.63,104.28.16.5,52847,8333,5e-05,p2sh,US,AS13335 - Cloudflare,benign_user_20820219,merchant_wallet_97742922,0.99827,0.99821
tx_benign_transfer_0296_8130,1788663704,198.51.100.166,104.28.16.5,56763,8333,0.0001,p2sh,RU,AS12389 - Rostelecom,benign_user_30636590,merchant_wallet_13188066,1.06628,1.06624
tx_outlier_high_urgency_4_9031,1788473962,185.220.28.111,104.28.16.5,51868,49152,0.04542,p2pkh,DE,AS205100 - Tor Exit Node,anomalous_funder_71705170,anomalous_recipient_68450095,0.24146,0.10994
tx_benign_transfer_0186_4678,1788629437,192.0.2.83,104.28.16.5,38135,8333,6e-05,p2sh,NL,AS49981 - WorldStream,benign_user_52940967,merchant_wallet_46407626,2.28573,2.28565
tx_benign_transfer_0365_5454,1788684512,104.28.73.167,104.28.16.5,54344,8333,7e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_65419020,merchant_wallet_35233016,0.20723,0.20716
