ip_from,ip_to,country_code,asn_name
2649653248,2649664511,US,UNKNOWN
2649664512,2649664767,SG,UNKNOWN
2649664768,2649665023,MG,UNKNOWN
2649665024,2649665279,SG,UNKNOWN
2649665280,2649665535,MG,UNKNOWN
2649665536,2649675775,US,UNKNOWN
2649675776,2649676799,SG,UNKNOWN
2649676800,2649679103,US,UNKNOWN
2649679104,2649679319,DE,UNKNOWN
2649679320,2649679871,US,UNKNOWN
2649679872,2649680895,BE,UNKNOWN
2649680896,2649681919,US,UNKNOWN
2649681920,2649682943,MY,UNKNOWN
2649682944,2649683199,MG,UNKNOWN
2649683200,2649683455,GB,UNKNOWN
2649683456,2649683967,SG,UNKNOWN
2649683968,2649687039,US,UNKNOWN
2649687040,2649688063,GB,UNKNOWN
2649688064,2649688575,US,UNKNOWN
2649688576,2649688831,DE,UNKNOWN
2649688832,2649689087,AE,UNKNOWN
2649689088,2649690623,US,UNKNOWN
2649690624,2649691135,GB,UNKNOWN
2649691136,2649691391,JP,UNKNOWN
2649691392,2649691647,AE,UNKNOWN
2649691648,2649718783,US,UNKNOWN
2649718784,2649719295,NL,UNKNOWN
2649719296,2649735167,US,UNKNOWN
2649735168,2649741567,SG,UNKNOWN
2649741568,2649741823,JP,UNKNOWN
2649741824,2649751551,SG,UNKNOWN
2649751552,2649751807,DE,UNKNOWN
2649751808,2649752063,US,UNKNOWN
2649752064,2649752319,AU,UNKNOWN
2649752320,2649752639,US,UNKNOWN
2649752640,2649752831,AU,UNKNOWN
2649752832,2649753087,ES,UNKNOWN
2649753088,2649753343,US,UNKNOWN
2649753344,2649753855,AU,UNKNOWN
2649753856,2649754111,BG,UNKNOWN
2649754112,2649754623,US,UNKNOWN
2649754624,2649754879,BR,UNKNOWN
2649754880,2649755135,SG,UNKNOWN
2649755136,2649755391,US,UNKNOWN
2649755392,2649755647,SG,UNKNOWN
2649755648,2649755903,US,UNKNOWN
2649755904,2649756159,CH,UNKNOWN
2649756160,2649756479,AU,UNKNOWN
2649756480,2649756671,US,UNKNOWN
2649756672,2649757183,AU,UNKNOWN
2649757184,2649757567,US,UNKNOWN
2649757568,2649757695,AU,UNKNOWN
2649757696,2649757951,US,UNKNOWN
2649757952,2649758207,MX,UNKNOWN
2649758208,2649758463,US,UNKNOWN
2649758464,2649758719,DE,UNKNOWN
2649758720,2649758975,US,UNKNOWN
2649758976,2649759231,QA,UNKNOWN
2649759232,2649759487,CZ,UNKNOWN
2649759488,2649759743,JP,UNKNOWN
2649759744,2649764289,US,UNKNOWN
2649764290,2649764307,HK,UNKNOWN
2649764308,2649766015,US,UNKNOWN
2649766016,2649766143,ES,UNKNOWN
2649766144,2649766399,MY,UNKNOWN
2649766400,2649766443,ES,UNKNOWN
2649766444,2649767487,US,UNKNOWN
2649767488,2649767546,EC,UNKNOWN
2649767547,2649767935,US,UNKNOWN
2649767936,2649768191,GB,UNKNOWN
2649768192,2649768447,CH,UNKNOWN
2649768448,2649768703,BG,UNKNOWN
2649768704,2649768959,AR,UNKNOWN
2649768960,2649769215,SG,UNKNOWN
2649769216,2649769469,HK,UNKNOWN
2649769470,2649769727,US,UNKNOWN
2649769728,2649769983,BR,UNKNOWN
2649769984,2649770239,CZ,UNKNOWN
2649770240,2649770495,KE,UNKNOWN
2649770496,2649770751,IN,UNKNOWN
2649770752,2649771007,MY,UNKNOWN
2649771008,2649771261,JP,UNKNOWN
2649771262,2649771519,SG,UNKNOWN
2649771520,2649771775,US,UNKNOWN
2649771776,2649772031,ZA,UNKNOWN
2649772032,2649772287,US,UNKNOWN
2649772288,2649772543,IN,UNKNOWN
2649772544,2649772797,DE,UNKNOWN
2649772798,2649773055,US,UNKNOWN
2649773056,2649773315,BR,UNKNOWN
2649773316,2649773567,ZA,UNKNOWN
2649773568,2649773823,RO,UNKNOWN
2649773824,2649774079,AT,UNKNOWN
2649774080,2649774335,ZA,UNKNOWN
2649774336,2649774591,DE,UNKNOWN
2649774592,2649774845,TH,UNKNOWN
2649774846,2649775105,US,UNKNOWN
2649775106,2649775359,IN,UNKNOWN
2649775360,2649775615,AR,UNKNOWN
2649775616,2649775871,DE,UNKNOWN
2649775872,2649776127,IN,UNKNOWN
2649776128,2649776383,MX,UNKNOWN
2649776384,2649776640,US,UNKNOWN
2649776641,2649776883,RO,UNKNOWN
2649776884,2649777086,US,UNKNOWN
2649777087,2649777407,AU,UNKNOWN
2649777408,2649777535,US,UNKNOWN
2649777536,2649777983,AU,UNKNOWN
2649777984,2649778180,US,UNKNOWN
2649778181,2649778751,AU,UNKNOWN
2649778752,2649778943,US,UNKNOWN
2649778944,2649779135,AU,UNKNOWN
2649779136,2649779455,US,UNKNOWN
2649779456,2649779647,AU,UNKNOWN
2649779648,2649780095,US,UNKNOWN
2649780096,2649780223,AU,UNKNOWN
2649780224,2649780255,MG,UNKNOWN
2649780256,2649782465,US,UNKNOWN
2649782466,2649782467,BR,UNKNOWN
2649782468,2649784575,US,UNKNOWN
2649784576,2649784831,BR,UNKNOWN
2649784832,2649785087,US,UNKNOWN
2649785088,2649785343,DO,UNKNOWN
2649785344,2649785599,BR,UNKNOWN
2649785600,2649786111,US,UNKNOWN
2649786112,2649786367,CA,UNKNOWN
2649786368,2649786623,SG,UNKNOWN
2649786624,2649786879,BR,UNKNOWN
2649786880,2649787135,US,UNKNOWN
2649787136,2649787391,BR,UNKNOWN
2649787392,2649788159,US,UNKNOWN
2649788160,2649788671,CA,UNKNOWN
2649788672,2649789183,US,UNKNOWN
2649789184,2649789439,CA,UNKNOWN
2649789440,2649789695,US,UNKNOWN
2649789696,2649790207,CA,UNKNOWN
2649790208,2649790719,US,UNKNOWN
2649790720,2649791487,CA,UNKNOWN
2649791488,2649791743,AU,UNKNOWN
2649791744,2649791999,IN,UNKNOWN
2649792000,2649792255,ID,UNKNOWN
2649792256,2649792511,UA,UNKNOWN
2649792512,2649793023,CA,UNKNOWN
2649793024,2649793279,SG,UNKNOWN
2649793280,2649793535,CA,UNKNOWN
2649793536,2649793919,SA,UNKNOWN
2649793920,2649794047,NL,UNKNOWN
2649794048,2649794431,SA,UNKNOWN
2649794432,2649794559,FR,UNKNOWN
2649794560,2649794815,SA,UNKNOWN
2649794816,2649795071,US,UNKNOWN
2649795072,2649795327,IN,UNKNOWN
2649795328,2649796095,CA,UNKNOWN
2649796096,2649796351,US,UNKNOWN
2649796352,2649796607,AU,UNKNOWN
2649796608,2649797311,CA,UNKNOWN
2649797312,2649797375,US,UNKNOWN
2649797376,2649797631,PH,UNKNOWN
2649797632,2649797887,CA,UNKNOWN
2649797888,2649798143,PL,UNKNOWN
2649798144,2649798399,MX,UNKNOWN
2649798400,2649798655,AR,UNKNOWN
2649798656,2649798916,US,UNKNOWN
2649798917,2649798917,AR,UNKNOWN
2649798918,2649799423,US,UNKNOWN
2649799424,2649799679,AR,UNKNOWN
2649799680,2649799935,ID,UNKNOWN
2649799936,2649800191,BR,UNKNOWN
2649800192,2649800447,US,UNKNOWN
2649800448,2649800703,PA,UNKNOWN
2649800704,2649801023,AU,UNKNOWN
2649801024,2649801151,US,UNKNOWN
2649801152,2649801599,AU,UNKNOWN
2649801600,2649801727,US,UNKNOWN
2649801728,2649801983,FR,UNKNOWN
2649801984,2649802239,PE,UNKNOWN
2649802240,2649802495,AU,UNKNOWN
2649802496,2649802751,US,UNKNOWN
2649802752,2649803007,DK,UNKNOWN
2649803008,2649803071,AU,UNKNOWN
2649803072,2649803519,US,UNKNOWN
2649803520,2649803775,IT,UNKNOWN
2649803776,2649804031,AU,UNKNOWN
2649804032,2649804287,FI,UNKNOWN
2649804288,2649804543,AU,UNKNOWN
2649804544,2649805055,US,UNKNOWN
2649805056,2649805311,JP,UNKNOWN
2649805312,2649805567,DE,UNKNOWN
2649805568,2649805823,HK,UNKNOWN
2649805824,2649806079,PT,UNKNOWN
2649806080,2649806527,US,UNKNOWN
2649806528,2649806591,AU,UNKNOWN
2649806592,2649806847,KR,UNKNOWN
2649806848,2649807103,AU,UNKNOWN
2649807104,2649807423,US,UNKNOWN
2649807424,2649807615,AU,UNKNOWN
2649807616,2649807935,US,UNKNOWN
2649807936,2649808127,AU,UNKNOWN
2649808128,2649808511,US,UNKNOWN
2649808512,2649808639,AU,UNKNOWN
2649808640,2649808895,DE,UNKNOWN
2649808896,2649809151,UA,UNKNOWN
2649809152,2649809407,GB,UNKNOWN
2649809408,2649809663,BR,UNKNOWN
2649809664,2649809919,OM,UNKNOWN
2649809920,2649810239,AU,UNKNOWN
2649810240,2649810495,US,UNKNOWN
2649810496,2649810687,AU,UNKNOWN
2649810688,2649810943,IT,UNKNOWN
2649810944,2649811199,AU,UNKNOWN
2649811200,2649811455,GT,UNKNOWN
2649811456,2649811711,BG,UNKNOWN
2649811712,2649811967,AU,UNKNOWN
2649811968,2649812223,MY,UNKNOWN
2649812224,2649812479,US,UNKNOWN
2649812480,2649812735,TR,UNKNOWN
2649812736,2649812991,AU,UNKNOWN
2649812992,2649813759,US,UNKNOWN
2649813760,2649814015,ES,UNKNOWN
2649814016,2649814271,MX,UNKNOWN
2649814272,2649814527,AU,UNKNOWN
2649814528,2649814847,US,UNKNOWN
2649814848,2649815295,AU,UNKNOWN
2649815296,2649815615,US,UNKNOWN
2649815616,2649815871,AU,UNKNOWN
2649815872,2649816127,US,UNKNOWN
2649816128,2649816319,AU,UNKNOWN
2649816320,2649816575,DE,UNKNOWN
2649816576,2649816895,US,UNKNOWN
2649816896,2649817087,AU,UNKNOWN
2649817088,2649882623,BH,UNKNOWN
2649882624,2649948415,US,UNKNOWN
2649948416,2649948927,FR,UNKNOWN
2649948928,2650013695,US,UNKNOWN
2650013696,2650079231,CA,UNKNOWN
2650079232,2650083327,US,UNKNOWN
2650083328,2650086399,DE,UNKNOWN
2650086400,2650091519,GB,UNKNOWN
2650091520,2650095615,SG,UNKNOWN
2650095616,2650099711,NL,UNKNOWN
2650099712,2650103807,US,UNKNOWN
2650103808,2650107903,IN,UNKNOWN
2650107904,2650116095,US,UNKNOWN
2650116096,2650120191,SG,UNKNOWN
2650120192,2650128383,US,UNKNOWN
2650128384,2650132479,SG,UNKNOWN
2650132480,2650210303,US,UNKNOWN
2650210304,2650275839,AT,UNKNOWN
2650275840,2650341375,US,UNKNOWN
2650341376,2650406911,NO,UNKNOWN
2650406912,2650423295,US,UNKNOWN
2650423296,2650447871,JP,UNKNOWN
2650447872,2650451887,DK,UNKNOWN
2650451888,2650451967,SE,UNKNOWN
2650451968,2650456063,JP,UNKNOWN
2650456064,2650460159,US,UNKNOWN
2650460160,2650472447,JP,UNKNOWN
2650472448,2650540031,US,UNKNOWN
2650540032,2650540543,GB,UNKNOWN
2650540544,2650540799,US,UNKNOWN
2650540800,2650541311,GB,UNKNOWN
2650541312,2650541567,US,UNKNOWN
2650541568,2650541823,GB,UNKNOWN
2650541824,2650542335,US,UNKNOWN
2650542336,2650548223,GB,UNKNOWN
2650548224,2650548479,US,UNKNOWN
2650548480,2650603519,GB,UNKNOWN
2650603520,2650669055,CO,UNKNOWN
2650669056,2650669311,CA,UNKNOWN
2650669312,2650669823,US,UNKNOWN
2650669824,2650670079,CA,UNKNOWN
2650670080,2650671615,US,UNKNOWN
2650671616,2650671871,CO,UNKNOWN
2650671872,2650672127,BR,UNKNOWN
2650672128,2650672639,US,UNKNOWN
2650672640,2650672895,JP,UNKNOWN
2650672896,2650673151,US,UNKNOWN
2650673152,2650673407,JP,UNKNOWN
2650673408,2650673919,US,UNKNOWN
2650673920,2650674175,DO,UNKNOWN
2650674176,2650675199,HK,UNKNOWN
2650675200,2650675455,IN,UNKNOWN
2650675456,2650675711,US,UNKNOWN
2650675712,2650675967,GB,UNKNOWN
2650675968,2650676223,US,UNKNOWN
2650676224,2650676479,GB,UNKNOWN
2650676480,2650676735,HK,UNKNOWN
2650676736,2650676991,US,UNKNOWN
2650676992,2650677247,GB,UNKNOWN
2650677248,2650677759,HK,UNKNOWN
2650677760,2650678271,US,UNKNOWN
2650678272,2650678783,DO,UNKNOWN
2650678784,2650679295,US,UNKNOWN
2650679296,2650681343,BE,UNKNOWN
2650681344,2650681599,US,UNKNOWN
2650681600,2650681855,CA,UNKNOWN
2650681856,2650682367,US,UNKNOWN
2650682368,2650682879,HK,UNKNOWN
2650682880,2650683391,BR,UNKNOWN
2650683392,2650689535,US,UNKNOWN
2650689536,2650690047,BE,UNKNOWN
2650690048,2650691071,DE,UNKNOWN
2650691072,2650692095,BE,UNKNOWN
2650692096,2650692607,NL,UNKNOWN
2650692608,2650693119,PL,UNKNOWN
2650693120,2650693631,BR,UNKNOWN
2650693632,2650701823,US,UNKNOWN
2650701824,2650702079,MY,UNKNOWN
2650702080,2650702335,IN,UNKNOWN
2650702336,2650702591,HK,UNKNOWN
2650702592,2650703871,NL,UNKNOWN
2650703872,2650704895,BE,UNKNOWN
2650704896,2650707967,US,UNKNOWN
2650707968,2650708223,CO,UNKNOWN
2650708224,2650708479,US,UNKNOWN
2650708480,2650708735,DE,UNKNOWN
2650708736,2650708991,BR,UNKNOWN
2650708992,2650709247,US,UNKNOWN
2650709248,2650709503,PT,UNKNOWN
2650709504,2650709759,US,UNKNOWN
2650709760,2650710015,CA,UNKNOWN
2650710016,2650710527,US,UNKNOWN
2650710528,2650711039,TR,UNKNOWN
2650711040,2650711551,US,UNKNOWN
2650711552,2650712063,SG,UNKNOWN
2650712064,2650712319,AU,UNKNOWN
2650712320,2650712575,IN,UNKNOWN
2650712576,2650712831,AU,UNKNOWN
2650712832,2650713087,CA,UNKNOWN
2650713088,2650713343,GB,UNKNOWN
2650713344,2650714623,US,UNKNOWN
2650714624,2650715135,HK,UNKNOWN
2650715136,2650716159,US,UNKNOWN
2650716160,2650716415,FR,UNKNOWN
2650716416,2650716671,SG,UNKNOWN
2650716672,2650717695,US,UNKNOWN
2650717696,2650717951,DE,UNKNOWN
2650717952,2650718207,HK,UNKNOWN
2650718208,2650718719,TH,UNKNOWN
2650718720,2650718975,US,UNKNOWN
2650718976,2650719231,KR,UNKNOWN
2650719232,2650719743,TH,UNKNOWN
2650719744,2650720255,JP,UNKNOWN
2650720256,2650721279,US,UNKNOWN
2650721280,2650721535,CA,UNKNOWN
2650721536,2650721791,US,UNKNOWN
2650721792,2650722047,HK,UNKNOWN
2650722048,2650722303,BR,UNKNOWN
2650722304,2650722559,EC,UNKNOWN
2650722560,2650723327,US,UNKNOWN
2650723328,2650723583,TW,UNKNOWN
2650723584,2650723839,US,UNKNOWN
2650723840,2650724095,JP,UNKNOWN
2650724096,2650725887,US,UNKNOWN
2650725888,2650726143,GB,UNKNOWN
2650726144,2650726399,US,UNKNOWN
2650726400,2650726655,DE,UNKNOWN
2650726656,2650727423,US,UNKNOWN
2650727424,2650727679,HK,UNKNOWN
2650727680,2650727935,US,UNKNOWN
2650727936,2650728191,KR,UNKNOWN
2650728192,2650732543,US,UNKNOWN
2650732544,2650732799,BR,UNKNOWN
2650732800,2650733567,US,UNKNOWN
2650733568,2650734079,JP,UNKNOWN
2650734080,2650734591,US,UNKNOWN
2650734592,2650800127,CN,UNKNOWN
2650800128,2652307455,US,UNKNOWN
2652307456,2652372991,MX,UNKNOWN
2652372992,2652438527,GB,UNKNOWN
2652438528,2652512255,US,UNKNOWN
2652512256,2652514303,CA,UNKNOWN
2652514304,2652528639,US,UNKNOWN
2652528640,2652528895,AR,UNKNOWN
2652528896,2652530687,US,UNKNOWN
2652530688,2652530943,GY,UNKNOWN
2652530944,2652536831,US,UNKNOWN
2652536832,2652538879,GB,UNKNOWN
2652538880,2652541183,US,UNKNOWN
2652541184,2652541439,NL,UNKNOWN
2652541440,2652542975,US,UNKNOWN
2652542976,2652545279,GB,UNKNOWN
2652545280,2652547071,US,UNKNOWN
2652547072,2652549119,GB,UNKNOWN
2652549120,2652553215,US,UNKNOWN
2652553216,2652554239,CN,UNKNOWN
2652554240,2652557311,US,UNKNOWN
2652557312,2652561407,SG,UNKNOWN
2652561408,2652567551,US,UNKNOWN
2652567552,2652569599,SG,UNKNOWN
2652569600,2653091839,US,UNKNOWN
2653091840,2653093887,MY,UNKNOWN
2653093888,2653159423,US,UNKNOWN
2653159424,2653421567,NO,UNKNOWN
2653421568,2653487103,AU,UNKNOWN
2653487104,2653491199,SI,UNKNOWN
2653491200,2653493247,US,UNKNOWN
2653493248,2653495295,SI,UNKNOWN
2653495296,2653519871,GB,UNKNOWN
2653519872,2653552639,US,UNKNOWN
2653552640,2653618175,ES,UNKNOWN
2653618176,2653626367,GB,UNKNOWN
2653626368,2653630463,US,UNKNOWN
2653630464,2653631487,GB,UNKNOWN
2653631488,2653634559,US,UNKNOWN
2653634560,2653644287,GB,UNKNOWN
2653644288,2653644543,US,UNKNOWN
2653644544,2653683711,GB,UNKNOWN
2653683712,2653749247,KR,UNKNOWN
2653749248,2653814783,AU,UNKNOWN
2653814784,2653847551,RU,UNKNOWN
2653847552,2653848575,US,UNKNOWN
2653848576,2653849599,SA,UNKNOWN
2653849600,2653851647,FR,UNKNOWN
2653851648,2653852159,PL,UNKNOWN
2653852160,2653852415,DE,UNKNOWN
2653852416,2653852671,PL,UNKNOWN
2653852672,2653853183,SA,UNKNOWN
2653853184,2653853695,ES,UNKNOWN
2653853696,2653855743,GB,UNKNOWN
2653855744,2653856255,US,UNKNOWN
2653856256,2653856511,IL,UNKNOWN
2653856512,2653856767,AR,UNKNOWN
2653856768,2653859839,TH,UNKNOWN
2653859840,2653860095,MY,UNKNOWN
2653860096,2653860351,ID,UNKNOWN
2653860352,2653861119,US,UNKNOWN
2653861120,2653861375,IL,UNKNOWN
2653861376,2653861887,AM,UNKNOWN
2653861888,2653862399,TJ,UNKNOWN
2653862400,2653862911,LT,UNKNOWN
2653862912,2653863167,TH,UNKNOWN
2653863168,2653863423,BG,UNKNOWN
2653863424,2653863679,CH,UNKNOWN
2653863680,2653863935,MY,UNKNOWN
2653863936,2653864959,AU,UNKNOWN
2653864960,2653865983,US,UNKNOWN
2653865984,2653866239,BD,UNKNOWN
2653866240,2653866495,US,UNKNOWN
2653866496,2653867007,GB,UNKNOWN
2653867008,2653867263,FR,UNKNOWN
2653867264,2653867519,VN,UNKNOWN
2653867520,2653867775,EG,UNKNOWN
2653867776,2653868031,VN,UNKNOWN
2653868032,2653872127,US,UNKNOWN
2653872128,2653880319,RU,UNKNOWN
2653880320,2653880831,IT,UNKNOWN
2653880832,2653881087,BR,UNKNOWN
2653881088,2653945855,IT,UNKNOWN
2653945856,2654011391,US,UNKNOWN
2654011392,2654076927,ES,UNKNOWN
2654076928,2654085119,FR,UNKNOWN
2654085120,2654085887,HK,UNKNOWN
2654085888,2654089215,US,UNKNOWN
2654089216,2654089727,CN,UNKNOWN
2654089728,2654093311,FR,UNKNOWN
2654093312,2654097919,US,UNKNOWN
2654097920,2654142463,FR,UNKNOWN
2654142464,2654142975,CA,UNKNOWN
2654142976,2654145023,US,UNKNOWN
2654145024,2654145279,CA,UNKNOWN
2654145280,2654145791,US,UNKNOWN
2654145792,2654146047,GB,UNKNOWN
2654146048,2654149631,US,UNKNOWN
2654149632,2654150655,CA,UNKNOWN
2654150656,2654151935,US,UNKNOWN
2654151936,2654152191,RU,UNKNOWN
2654152192,2654153727,US,UNKNOWN
2654153728,2654154751,CA,UNKNOWN
2654154752,2654155263,US,UNKNOWN
2654155264,2654156799,CA,UNKNOWN
2654156800,2654158847,US,UNKNOWN
2654158848,2654159103,CA,UNKNOWN
2654159104,2654160895,US,UNKNOWN
2654160896,2654161919,CA,UNKNOWN
2654161920,2654162431,US,UNKNOWN
2654162432,2654162687,BG,UNKNOWN
2654162688,2654169599,US,UNKNOWN
2654169600,2654169855,GB,UNKNOWN
2654169856,2654170111,US,UNKNOWN
2654170112,2654171135,JP,UNKNOWN
2654171136,2654171391,CA,UNKNOWN
2654171392,2654173183,US,UNKNOWN
2654173184,2654174207,CA,UNKNOWN
2654174208,2654196223,US,UNKNOWN
2654196224,2654196735,CA,UNKNOWN
2654196736,2654197759,US,UNKNOWN
2654197760,2654199807,CA,UNKNOWN
2654199808,2654202879,US,UNKNOWN
2654202880,2654203903,CA,UNKNOWN
2654203904,2654204927,US,UNKNOWN
2654204928,2654205951,CA,UNKNOWN
2654205952,2654273535,US,UNKNOWN
2654273536,2654339071,GB,UNKNOWN
2654339072,2654404607,AU,UNKNOWN
2654404608,2654601215,US,UNKNOWN
2654601216,2654633983,IR,UNKNOWN
2654633984,2654636031,RU,UNKNOWN
2654636032,2654638079,IT,UNKNOWN
2654638080,2654640127,DE,UNKNOWN
2654640128,2654642175,NO,UNKNOWN
2654642176,2654644223,GB,UNKNOWN
2654644224,2654646271,IT,UNKNOWN
2654646272,2654648319,FR,UNKNOWN
2654648320,2654650367,IR,UNKNOWN
2654650368,2654666751,BG,UNKNOWN
2654666752,2654732287,US,UNKNOWN
2654732288,2654797823,CN,UNKNOWN
2654797824,2654863359,US,UNKNOWN
2654863360,2654896127,PH,UNKNOWN
2654896128,2654916095,US,UNKNOWN
2654916096,2654916607,AU,UNKNOWN
2654916608,2654918655,US,UNKNOWN
2654918656,2654918911,BR,UNKNOWN
2654918912,2654919167,DE,UNKNOWN
2654919168,2654919679,US,UNKNOWN
2654919680,2654919935,BR,UNKNOWN
2654919936,2654920191,US,UNKNOWN
2654920192,2654920447,JP,UNKNOWN
2654920448,2654920703,DE,UNKNOWN
2654920704,2654994431,US,UNKNOWN
2654994432,2655059967,LU,UNKNOWN
2655059968,2655125503,US,UNKNOWN
2655125504,2655191039,PL,UNKNOWN
2655191040,2655256575,NL,UNKNOWN
2655256576,2655322111,US,UNKNOWN
2655322112,2655322623,CA,UNKNOWN
2655322624,2655323135,US,UNKNOWN
2655323136,2655324399,CA,UNKNOWN
2655324400,2655324407,MX,UNKNOWN
2655324408,2655324879,CA,UNKNOWN
2655324880,2655324907,PA,UNKNOWN
2655324908,2655325299,CA,UNKNOWN
2655325300,2655325395,CL,UNKNOWN
2655325396,2655325855,CA,UNKNOWN
2655325856,2655325871,CZ,UNKNOWN
2655325872,2655326207,CA,UNKNOWN
2655326208,2655326463,BR,UNKNOWN
2655326464,2655326751,CA,UNKNOWN
2655326752,2655326975,EC,UNKNOWN
2655326976,2655327231,CA,UNKNOWN
2655327232,2655327487,BR,UNKNOWN
2655327488,2655329327,CA,UNKNOWN
2655329328,2655329495,MX,UNKNOWN
2655329496,2655329879,CA,UNKNOWN
2655329880,2655330023,US,UNKNOWN
2655330024,2655330359,CA,UNKNOWN
2655330360,2655330559,CO,UNKNOWN
2655330560,2655330815,CA,UNKNOWN
2655330816,2655331007,DO,UNKNOWN
2655331008,2655331335,CA,UNKNOWN
2655331336,2655331575,BR,UNKNOWN
2655331576,2655331839,CA,UNKNOWN
2655331840,2655332095,MX,UNKNOWN
2655332096,2655332343,CO,UNKNOWN
2655332344,2655332607,CA,UNKNOWN
2655332608,2655332731,US,UNKNOWN
2655332732,2655333295,CA,UNKNOWN
2655333296,2655333375,US,UNKNOWN
2655333376,2655334967,CA,UNKNOWN
2655334968,2655335167,MX,UNKNOWN
2655335168,2655336447,CA,UNKNOWN
2655336448,2655336959,US,UNKNOWN
2655336960,2655346719,CA,UNKNOWN
2655346720,2655346943,US,UNKNOWN
2655346944,2655347239,CA,UNKNOWN
2655347240,2655347455,BR,UNKNOWN
2655347456,2655347711,GN,UNKNOWN
2655347712,2655347967,CA,UNKNOWN
2655347968,2655348223,US,UNKNOWN
2655348224,2655348607,CA,UNKNOWN
2655348608,2655348735,US,UNKNOWN
2655348736,2655349071,CA,UNKNOWN
2655349072,2655349247,CO,UNKNOWN
2655349248,2655349503,US,UNKNOWN
2655349504,2655349879,CA,UNKNOWN
2655349880,2655350015,BR,UNKNOWN
2655350016,2655350279,CA,UNKNOWN
2655350280,2655350519,BR,UNKNOWN
2655350520,2655351551,CA,UNKNOWN
2655351552,2655351807,US,UNKNOWN
2655351808,2655355139,CA,UNKNOWN
2655355140,2655355391,CR,UNKNOWN
2655355392,2655355727,CA,UNKNOWN
2655355728,2655355879,BR,UNKNOWN
2655355880,2655356167,CA,UNKNOWN
2655356168,2655356395,BR,UNKNOWN
2655356396,2655356763,CA,UNKNOWN
2655356764,2655356927,US,UNKNOWN
2655356928,2655357195,CA,UNKNOWN
2655357196,2655357439,US,UNKNOWN
2655357440,2655357695,PE,UNKNOWN
2655357696,2655358031,CA,UNKNOWN
2655358032,2655358203,AR,UNKNOWN
2655358204,2655358463,US,UNKNOWN
2655358464,2655358719,CA,UNKNOWN
2655358720,2655358975,US,UNKNOWN
2655358976,2655359231,CA,UNKNOWN
2655359232,2655359359,US,UNKNOWN
2655359360,2655359959,CA,UNKNOWN
2655359960,2655359999,DO,UNKNOWN
2655360000,2655360199,MX,UNKNOWN
2655360200,2655360551,CA,UNKNOWN
2655360552,2655360687,BR,UNKNOWN
2655360688,2655361047,CA,UNKNOWN
2655361048,2655361279,BR,UNKNOWN
2655361280,2655361487,AR,UNKNOWN
2655361488,2655361835,CA,UNKNOWN
2655361836,2655362047,PE,UNKNOWN
2655362048,2655362495,CA,UNKNOWN
2655362496,2655362559,CO,UNKNOWN
2655362560,2655362823,CA,UNKNOWN
2655362824,2655363071,BR,UNKNOWN
2655363072,2655363343,CA,UNKNOWN
2655363344,2655363583,NI,UNKNOWN
2655363584,2655363919,CA,UNKNOWN
2655363920,2655363999,CO,UNKNOWN
2655364000,2655364351,CA,UNKNOWN
2655364352,2655364607,NI,UNKNOWN
2655364608,2655364879,CA,UNKNOWN
2655364880,2655365087,US,UNKNOWN
2655365088,2655365455,CA,UNKNOWN
2655365456,2655365631,AR,UNKNOWN
2655365632,2655365891,CA,UNKNOWN
2655365892,2655366135,BR,UNKNOWN
2655366136,2655366415,CA,UNKNOWN
2655366416,2655366551,BR,UNKNOWN
2655366552,2655366923,CA,UNKNOWN
2655366924,2655367139,PE,UNKNOWN
2655367140,2655367499,CA,UNKNOWN
2655367500,2655367671,US,UNKNOWN
2655367672,2655368415,CA,UNKNOWN
2655368416,2655368447,CO,UNKNOWN
2655368448,2655368723,CA,UNKNOWN
2655368724,2655368959,AR,UNKNOWN
2655368960,2655369151,BR,UNKNOWN
2655369152,2655369807,CA,UNKNOWN
2655369808,2655369983,MX,UNKNOWN
2655369984,2655370271,CA,UNKNOWN
2655370272,2655370479,US,UNKNOWN
2655370480,2655370751,CA,UNKNOWN
2655370752,2655371263,DM,UNKNOWN
2655371264,2655381311,CA,UNKNOWN
2655381312,2655381503,DO,UNKNOWN
2655381504,2655382015,DM,UNKNOWN
2655382016,2655382299,CA,UNKNOWN
2655382300,2655382527,BR,UNKNOWN
2655382528,2655382783,CA,UNKNOWN
2655382784,2655383039,US,UNKNOWN
2655383040,2655383527,CA,UNKNOWN
2655383528,2655383535,BR,UNKNOWN
2655383536,2655387647,CA,UNKNOWN
2655387648,2655715327,US,UNKNOWN
2655715328,2655780863,PL,UNKNOWN
2655780864,2655977471,US,UNKNOWN
2655977472,2656043007,CN,UNKNOWN
2656043008,2656075775,US,UNKNOWN
2656075776,2656092159,SA,UNKNOWN
2656092160,2656370687,US,UNKNOWN
2656370688,2656383551,CA,UNKNOWN
2656383552,2656383615,US,UNKNOWN
2656383616,2656387359,CA,UNKNOWN
2656387360,2656387391,US,UNKNOWN
2656387392,2656391831,CA,UNKNOWN
2656391832,2656391839,US,UNKNOWN
2656391840,2656403583,CA,UNKNOWN
2656403584,2656403647,US,UNKNOWN
2656403648,2656419871,CA,UNKNOWN
2656419872,2656419903,US,UNKNOWN
2656419904,2656432639,CA,UNKNOWN
2656432640,2656432703,US,UNKNOWN
2656432704,2656436223,CA,UNKNOWN
2656436224,2656444159,US,UNKNOWN
2656444160,2656444415,AU,UNKNOWN
2656444416,2656460543,US,UNKNOWN
